chapter,chapter_description,code_category,code_category_description,icd_code,disease_description
XVI,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P27,Chronic respiratory disease originating in the perinatal period
XVI,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P22,Respiratory distress of newborn
XVI,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P28,Other respiratory conditions originating in the perinatal period
XVI,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P24,Neonatal aspiration syndromes
XVI,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P25,Interstitial emphysema and related conditions originating in the perinatal period
XVI,Certain conditions originating in the perinatal period,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",,
XVI,Certain conditions originating in the perinatal period,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",P03,Fetus and newborn affected by other complications of labour and delivery
XVI,Certain conditions originating in the perinatal period,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",P01,Fetus and newborn affected by maternal complications of pregnancy
XVI,Certain conditions originating in the perinatal period,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",P00,Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy
XVI,Certain conditions originating in the perinatal period,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",P02,"Fetus and newborn affected by complications of placenta, cord and membranes"
XVI,Certain conditions originating in the perinatal period,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",P04,Fetus and newborn affected by noxious influences transmitted via placenta or breast milk
XVI,Certain conditions originating in the perinatal period,P80-P83,Conditions involving the integument and temperature regulation of fetus and newborn,,
XVI,Certain conditions originating in the perinatal period,P80-P83,Conditions involving the integument and temperature regulation of fetus and newborn,P83,Other conditions of integument specific to fetus and newborn
XVI,Certain conditions originating in the perinatal period,P80-P83,Conditions involving the integument and temperature regulation of fetus and newborn,P81,Other disturbances of temperature regulation of newborn
XVI,Certain conditions originating in the perinatal period,P80-P83,Conditions involving the integument and temperature regulation of fetus and newborn,P80,Hypothermia of newborn
XVI,Certain conditions originating in the perinatal period,P75-P78,Digestive system disorders of fetus and newborn,,
XVI,Certain conditions originating in the perinatal period,P75-P78,Digestive system disorders of fetus and newborn,P75,Meconium ileus in cystic fibrosis
XVI,Certain conditions originating in the perinatal period,P75-P78,Digestive system disorders of fetus and newborn,P77,Necrotizing enterocolitis of fetus and newborn
XVI,Certain conditions originating in the perinatal period,P75-P78,Digestive system disorders of fetus and newborn,P76,Other intestinal obstruction of newborn
XVI,Certain conditions originating in the perinatal period,P75-P78,Digestive system disorders of fetus and newborn,P78,Other perinatal digestive system disorders
XVI,Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to fetus and newborn,,
XVI,Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to fetus and newborn,P70,Transitory disorders of carbohydrate metabolism specific to fetus and newborn
XVI,Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to fetus and newborn,P74,Other transitory neonatal electrolyte and metabolic disturbances
XVI,Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to fetus and newborn,P72,Other transitory neonatal endocrine disorders
XVI,Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to fetus and newborn,P71,Transitory neonatal disorders of calcium and magnesium metabolism
XVI,Certain conditions originating in the perinatal period,P05-P08,Disorders related to length of gestation and fetal growth,,
XVI,Certain conditions originating in the perinatal period,P05-P08,Disorders related to length of gestation and fetal growth,P08,Disorders related to long gestation and high birth weight
XVI,Certain conditions originating in the perinatal period,P05-P08,Disorders related to length of gestation and fetal growth,P07,"Disorders related to short gestation and low birth weight, not elsewhere classified"
XVI,Certain conditions originating in the perinatal period,P05-P08,Disorders related to length of gestation and fetal growth,P05,Slow fetal growth and fetal malnutrition
XVI,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,,
XVI,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P50,Fetal blood loss
XVI,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P56,Hydrops fetalis due to haemolytic disease
XVI,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P54,Other neonatal haemorrhages
XVI,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P57,Kernicterus
XVI,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P51,Umbilical haemorrhage of newborn
XVI,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P53,Haemorrhagic disease of fetus and newborn
XVI,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P55,Haemolytic disease of fetus and newborn
XVI,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P52,Intracranial nontraumatic haemorrhage of fetus and newborn
XVI,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P61,Other perinatal haematological disorders
XVI,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P58,Neonatal jaundice due to other excessive haemolysis
XVI,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P59,Neonatal jaundice from other and unspecified causes
XVI,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P60,Disseminated intravascular coagulation of fetus and newborn
XVI,Certain conditions originating in the perinatal period,P10-P15,Birth trauma,,
XVI,Certain conditions originating in the perinatal period,P10-P15,Birth trauma,P11,Other birth injuries to central nervous system
XVI,Certain conditions originating in the perinatal period,P10-P15,Birth trauma,P10,Intracranial laceration and haemorrhage due to birth injury
XVI,Certain conditions originating in the perinatal period,P10-P15,Birth trauma,P15,Other birth injuries
XVI,Certain conditions originating in the perinatal period,P10-P15,Birth trauma,P12,Birth injury to scalp
XVI,Certain conditions originating in the perinatal period,P10-P15,Birth trauma,P14,Birth injury to peripheral nervous system
XVI,Certain conditions originating in the perinatal period,P10-P15,Birth trauma,P13,Birth injury to skeleton
XVI,Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,,
XVI,Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P37,Other congenital infectious and parasitic diseases
XVI,Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P35,Congenital viral diseases
XVI,Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P36,Bacterial sepsis of newborn
XVI,Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P39,Other infections specific to the perinatal period
XVI,Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P38,Omphalitis of newborn with or without mild haemorrhage
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,,
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S21,Open wound of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S23,"Dislocation, sprain and strain of joints and ligaments of thorax"
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S27,Injury of other and unspecified intrathoracic organs
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S25,Injury of blood vessels of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S20,Superficial injury of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S22,"Fracture of rib(s), sternum and thoracic spine"
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S28,Crushing injury of thorax and traumatic amputation of part of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S24,Injury of nerves and spinal cord at thorax level
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S26,Injury of heart
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S29,Other and unspecified injuries of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,,
XIX,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,S00,Superficial injury of head
